ID ECAO	Anatomical Structure	Type (is-a)	Part of	Develops from	Starts at stage	Ends at stage	Description	Synonyms	UBERON type	UBERON (non-exact)	Cell type (is-a)	Cell type (non-exact)	Pubmed id	Comments	XAO Type	Pliv comments	GeneOntology type	URCH specific	hasNoOnto	Taxon	Pubmed references	Reference	Time for P. lividus at 18ÃƒÂ‚Ã‚Â°C	stage preceded by	subset				
ECAO:0107160	interambulacral plate	skeletal element	endoskeleton		8-arm pluteus larva stage	adult stage		int											x						echinoderm_anatomy				
ECAO:0107170	ambulacra	anatomical structure	whole organism		8-arm pluteus larva stage	adult stage													x						echinoderm_anatomy				
ECAO:0107180	interambulacra	anatomical structure	whole organism		8-arm pluteus larva stage	adult stage													x						echinoderm_anatomy				
ECAO:0107190	genital plate	skeletal element	endoskeleton		8-arm pluteus larva stage	adult stage													x						echinoderm_anatomy				
ECAO:0107200	appendage	anatomical structure	whole organism																						echinoderm_anatomy				
ECAO:0107210	pedicellaria	appendage	whole organism		8-arm pluteus larva stage	adult stage			UBERON:0008261																echinoderm_anatomy				
ECAO:0107220	ocular plate	skeletal element	endoskeleton		8-arm pluteus larva stage	adult stage		terminal plate											x						echinoderm_anatomy				
ECAO:0107230	buccal plate	skeletal element	endoskeleton		early juvenile stage	adult stage													x						echinoderm_anatomy				
ECAO:0107240	genital plate AB	genital plate	endoskeleton		8-arm pluteus larva stage	adult stage							Carpenter, P.H. (1884). Report upon the Crinoidea collected during the voyage of HMS Challenger during the years 1873ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ1876, part 1. General morphology with descriptions of the stalked crinoids: Reports of the Scientific Results of the Voyage of HMS Challenger: Zoology						x						echinoderm_anatomy				
ECAO:0107250	genital plate BC	genital plate	endoskeleton		8-arm pluteus larva stage	adult stage							Carpenter, P.H. (1884). Report upon the Crinoidea collected during the voyage of HMS Challenger during the years 1873ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ1876, part 1. General morphology with descriptions of the stalked crinoids: Reports of the Scientific Results of the Voyage of HMS Challenger: Zoology						x						echinoderm_anatomy				
ECAO:0107260	genital plate CD	genital plate	endoskeleton		8-arm pluteus larva stage	adult stage							Carpenter, P.H. (1884). Report upon the Crinoidea collected during the voyage of HMS Challenger during the years 1873ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ1876, part 1. General morphology with descriptions of the stalked crinoids: Reports of the Scientific Results of the Voyage of HMS Challenger: Zoology						x						echinoderm_anatomy				
ECAO:0107270	genital plate DE	genital plate	endoskeleton		8-arm pluteus larva stage	adult stage							Carpenter, P.H. (1884). Report upon the Crinoidea collected during the voyage of HMS Challenger during the years 1873ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ1876, part 1. General morphology with descriptions of the stalked crinoids: Reports of the Scientific Results of the Voyage of HMS Challenger: Zoology						x						echinoderm_anatomy				
ECAO:0107280	genital plate EA	genital plate	endoskeleton		8-arm pluteus larva stage	adult stage							Carpenter, P.H. (1884). Report upon the Crinoidea collected during the voyage of HMS Challenger during the years 1873ÃƒÂ¢Ã¢Â‚Â¬Ã¢Â€Âœ1876, part 1. General morphology with descriptions of the stalked crinoids: Reports of the Scientific Results of the Voyage of HMS Challenger: Zoology						x						echinoderm_anatomy				
ECAO:0107290	podia	appendage	whole organism		8-arm pluteus larva stage	adult stage		tube foot	UBERON:0008247																echinoderm_anatomy				
ECAO:0107300	primary podia	podia	appendage		8-arm pluteus larva stage	late juvenile stage		primary tube foot											x						echinoderm_anatomy				
ECAO:0107310	disk of primary podia	skeletal element	primary podia		8-arm pluteus larva stage	late juvenile stage													x						echinoderm_anatomy				
ECAO:0107320	secondary podia	podia	appendage		early juvenile stage	adult stage		secondary tube foot											x						echinoderm_anatomy				
ECAO:0107330	disk of secondary podia	skeletal element	secondary podia		early juvenile stage	adult stage													x						echinoderm_anatomy				
ECAO:0107340	buccal podia	primary podia associated neuron	appendage		early juvenile stage	adult stage																			echinoderm_anatomy				
ECAO:0107350	spine	appendage	whole organism		8-arm pluteus larva stage	adult stage		spine appendage	UBERON:0008260																echinoderm_anatomy				
ECAO:0107360	juvenile spine	spine	whole organism		8-arm pluteus larva stage	late juvenile stage		splayed spines											x						echinoderm_anatomy				
ECAO:0107370	definitive spine	spine	whole organism		8-arm pluteus larva stage	adult stage		adult spine											x						echinoderm_anatomy				
ECAO:0107380	sphaeridium	appendage	whole organism		early juvenile stage	adult stage													x						echinoderm_anatomy				
ECAO:0107390	ampulla	anatomical structure	water vascular system	radial canal	early juvenile stage	adult stage		tube foot ampulla	UBERON:0008252																echinoderm_anatomy				
ECAO:0107400	adult mouth	mouth	adult digestive system		late juvenile stage	adult stage													x						echinoderm_anatomy				
ECAO:0107410	adult anus	anus	adult digestive system		late juvenile stage	adult stage													x						echinoderm_anatomy				
ECAO:0107418	Aristotles lantern	anatomical structure	digestive system		early juvenile stage	adult stage			UBERON:0008253																echinoderm_anatomy				
ECAO:0107420	tooth	anatomical structure	Aristotles lantern		early juvenile stage	adult stage									XAO:0000431				xao						echinoderm_anatomy				
ECAO:0107440	madreporite	genital plate	endoskeleton	genital plate CD	early juvenile stage	adult stage			UBERON:0009476																echinoderm_anatomy				
ECAO:0107450	gonopore	anatomical structure	genital plate		early juvenile stage	adult stage		genital pore											x						echinoderm_anatomy				
ECAO:0107460	gonad	adult structure	reproductive system		adult stage	adult stage			UBERON:0000991																echinoderm_anatomy				
ECAO:0107470	ovary	gonad	reproductive system		adult stage	adult stage			UBERON:0000992																echinoderm_anatomy				
ECAO:0107480	testis	gonad	reproductive system		adult stage	adult stage			UBERON:0000473																echinoderm_anatomy				
ECAO:0107490	juvenile digestive tract	anatomical structure	juvenile digestive system		early juvenile stage	late juvenile stage																			echinoderm_anatomy				
ECAO:0107510	adult digestive tract	anatomical structure	adult digestive system	larval digestive system	adult stage	adult stage													x						echinoderm_anatomy				
ECAO:0107520	mesentery	anatomical structure	muscular system		early juvenile stage	adult stage			UBERON:0002095																echinoderm_anatomy				
ECAO:0107530	perivisceral cavity	anatomical region	whole organism		early juvenile stage	adult stage													x						echinoderm_anatomy				
ECAO:0107540	photosensory cell	cell	whole organism		early juvenile stage	adult stage		photoreceptor cell			CL:0000210														echinoderm_anatomy				
ECAO:0107560	embryonic territory	anatomical region			16-cell stage	open mouth stage	A population of embryonic cells that share a common developmental fate or program of gene expression and comprising a region that lacks clear morphological boundaries																		echinoderm_anatomy				
ECAO:0107570	adult organism	multicellular organism		larva	adult stage	adult stage	A multicellular organism that existence_ends_with a post-juvenile adult stage and existence_starts_with a post-juvenile adult stage.		UBERON:0007023																echinoderm_anatomy				
ECAO:0107580	embryonic muscular system	muscular system	embryo		early pluteus stage	open mouth stage	The muscle system of the embryo.																		echinoderm_anatomy				
ECAO:0107590	extracellular matrix	acellular membrane	whole organism		stage 1	adult stage	A structure lying external to one or more cells, which provides structural support, biochemical or biomechanical cues for cells or tissues.																		echinoderm_anatomy				
ECAO:0107600	blastomere of 8-cell embryo	blastomere	embryo		8-cell stage	8-cell stage	A blastomere of an 8-cell embryo.																		echinoderm_anatomy				
ECAO:0107610	blastomere of 16-cell embryo	blastomere	embryo		16-cell stage	16-cell stage	A blastomere of a 16-cell embryo.																		echinoderm_anatomy				
ECAO:0107620	presumptive animal pole domain neuron	presumptive neuron	embryonic nervous system		vegetal plate stage	late gastrula stage	A cell that will develop into a neuron of the animal pole domain.	apical pole domain presumptive neuron, animal pole domain neuronal progenitor cell																	echinoderm_anatomy				
ECAO:0107630	presumptive ectoderm neuron	presumptive neuron	embryonic nervous system		stage 17	adult stage	An ectodermal cell that will develop into a neuron.	ectoderm neuronal progenitor cell																	echinoderm_anatomy				
ECAO:0107640	presumptive ciliary band neuron	presumptive neuron	embryonic nervous system		stage 17	larval development	A cell that will develop into a neuron of the ciliary band.	ciliary band neuronal progenitor cell																	echinoderm_anatomy				
ECAO:0107650	presumptive endoderm-associated neuron	presumptive neuron	embryonic nervous system		late gastrula stage	late gastrula stage	An endodermal cell that will develop into a neuron.	presumptive endodermal neuron, endoderm-ssociated neuronal progenitor cell																	echinoderm_anatomy				
ECAO:0107660	postoral neuron	neuron	nervous system		early prism stage	larval development	A neuron located near the base of an oral arm and outside the ciliary band.																		echinoderm_anatomy				
ECAO:0107670	presumptive postoral neuron	presumptive neuron	embryonic nervous system		mesenchyme blastula episode	late gastrula stage	A cell that will give rise to a postoral neuron.																		echinoderm_anatomy				
ECAO:0107680	synaptotagmin-B-expressing neuron	neuron	nervous system		late gastrula stage	adulthood phase	A neuron that produces the synaptotagmin-B protein.	synaptotagmin- B neuron, synaptotagmin-positive neuron																	echinoderm_anatomy				
ECAO:0107690	nitric oxide synthase-expressing neuron	neuron	nervous system		larval development	adulthood phase	A neuron that produces the nitric oxide synthase protein.																		echinoderm_anatomy				
ECAO:0107700	cholinergic neuron	neuron	nervous system		stage 18	adult stage	A neuron that uses acetylcholine as a vesicular neurotransmitter.																		echinoderm_anatomy				
ECAO:0107710	catecholaminergic/cholinergic neuron	neuron	nervous system		early pluteus stage	larval development	A neuron that uses both acetylcholine and catecholamines as vesicular neurotransmitters.																		echinoderm_anatomy				
ECAO:0107720	endoderm-associated neuron	larval neuron	larval nervous system	endoderm associated presumptive neuron	stage 19	larval development	A neuron derived from endoderm.	endodermal neuron																	echinoderm_anatomy				
ECAO:0107730	lateral ganglion	ganglion	larval nervous system	animal pole domain	stage 19	larval development	One of two bilateral ganglia that arise in the oral ectoderm near the ciliary band.																		echinoderm_anatomy				
ECAO:0107740	right lateral ganglion	lateral ganglion	larval nervous system	animal pole domain	stage 19	larval development	The lateral ganglion that forms on the right side of the embryo.																		echinoderm_anatomy				
ECAO:0107750	left lateral ganglion	lateral ganglion	larval nervous system	animal pole domain	stage 19	larval development	The lateral ganglion that forms on the left side of the embryo.																		echinoderm_anatomy				
ECAO:0107760	presumptive ventral ectoderm	embryonic territory	presumptive ectoderm		60-cell stage	mid-gastrula stage	The part of the blastula that will give rise to ventral ectoderm.	presumptive oral ectoderm																	echinoderm_anatomy				
ECAO:0107770	presumptive dorsal ectoderm	embryonic territory	presumptive ectoderm		vegetal plate stage	mid-gastrula stage	The part of the blastula that will give rise to dorsal ectoderm.	presumptive aboral ectoderm																	echinoderm_anatomy				
ECAO:0107780	anterior neuroectoderm	embryonic territory	presumptive ectoderm	animal hemisphere	stage 8	larval development	A dynamic terriritory within the prospective ectoderm of the early embryo, located at the anterior (animal) end of the embryo and shaped by Wnt signaling, that contains cells with neurogenic potential.	animal ectoderm, ANE																	echinoderm_anatomy				
ECAO:0107790	equatorial ectoderm	anatomical region	presumptive ectoderm	animal hemisphere	stage 10	stage 17	A dynamic territory within the prospective ectoderm of the early embryo, located between the anterior neuroectoderm and the endomesoderm.																		echinoderm_anatomy				
ECAO:0107800	inner anterior neuroectoderm	anatomical region	animal pole domain	animal tier 1	stage 10	stage 15	The innermost part of the anterior neuroectoderm, immediately surrounding the animal pole.	inner ANE, inner apical pole domain																	echinoderm_anatomy				
ECAO:0107810	outer anterior neuroectoderm	anatomical region	animal pole domain	animal tier 1	stage 10	stage 15	A torus shaped region comprising the outer part of the anterior neuroectoderm.	outer ANE, outer apical pole domain																	echinoderm_anatomy				
ECAO:0107820	central ventral ectoderm	embryonic territory	ventral ectoderm	animal hemisphere	vegetal plate stage	late gastrula stage	A region of the ectoderm derived from the animal hemisphere (i.e., mesomere descendants) and located just above the equator on the ventral side of the embryo.	central oral ectoderm																	echinoderm_anatomy				
ECAO:0107830	near apical ectoderm	embryonic territory	ventral ectoderm	animal hemisphere	stage 11	stage 17	A region of the ectoderm derived from the animal hemisphere (i.e., mesomere descendants) and located between the central ventral ectoderm and the animal pole domain on the ventral side of the embryo.																		echinoderm_anatomy				
ECAO:0107840	lateral border ectoderm	embryonic territory	border ectoderm	ectoendoderm	stage 13	stage 17	A region of border ectoderm located on a lateral surface of the embryo.	veg1 lateral ectoderm, lateral BE																	echinoderm_anatomy				
ECAO:0107850	ventral border ectoderm	embryonic territory	border ectoderm	ectoendoderm	mesenchyme blastula episode	early prism stage	A region of border ectoderm located on the ventral side of the embryo.	veg1 oral ectoderm, oral border ectoderm, ventral BE, oral BE																	echinoderm_anatomy				
ECAO:0107860	dorsal border ectoderm	embryonic territory	border ectoderm	ectoendoderm	mesenchyme blastula episode	early prism stage	A region of border ectoderm located on the dorsal side of the embryo.	veg1 aboral ectoderm, aboral border ectoderm, dorsal BE, aboral BE																	echinoderm_anatomy				
ECAO:0107870	animal lateral ectoderm	anatomical region	presumptive ectoderm	animal hemisphere	mesenchyme blastula episode	early gastrula stage	A region of ectoderm derived from the animal hemisphere and located laterally at the boundary between hte ventral and dorsal ectoderm; this region overlaps with part of the prospective ciliary band.																		echinoderm_anatomy				
ECAO:0107880	right animal lateral ectoderm	lateral ectoderm	presumptive ectoderm	animal hemisphere	mesenchyme blastula episode	early gastrula stage	The animal lateral ectoderm on the right side of the embryo.																		echinoderm_anatomy				
ECAO:0107890	left animal lateral ectoderm	lateral ectoderm	presumptive ectoderm	animal hemisphere	mesenchyme blastula episode	early gastrula stage	The animal lateral ectoderm on the left side of the embryo.																		echinoderm_anatomy				
ECAO:0107900	postoral arm tip ectoderm	anatomical region	arm tip ectoderm	border ectoderm	late prism stage	larval development	A portion of the ectoderm located at the tip of a postoral arm.																		echinoderm_anatomy				
ECAO:0107910	right postoral arm tip ectoderm	anatomical region	postoral arm tip ectoderm	border ectoderm	late prism stage	larval development	A portion of the ectoderm located at the tip of the right postoral arm.																		echinoderm_anatomy				
ECAO:0107920	left postoral arm tip ectoderm	anatomical region	postoral arm tip ectoderm	border ectoderm	late prism stage	larval development	A portion of the ectoderm located at the tip of the left postoral arm.																		echinoderm_anatomy				
ECAO:0107930	presumptive ciliary band	embryonic territory	embryonic nervous system	ectoderm	stage 12	stage 17	The cells that will give rise to the ciliary band.	presumptive ciliated band																	echinoderm_anatomy				
ECAO:0107940	arm	anatomical structure	multicellular organism		stage 19	larval development	An elongated extension of the embryo on the ventral side, supported by a simple or fenestrated skeletal rod and often covered in part by a ciliary band. Arms develop in bilaterally symmetrical pairs.																		echinoderm_anatomy				
ECAO:0107950	anterolateral arm	arm	larva		larval development	larval development	A type of arm that projects from the oral hood; forms after the postoral arms appear and prior to the appearance of the preoral and posterodorsal arms.																		echinoderm_anatomy				
ECAO:0107960	postoral arm	arm	larva		stage 19	larval development	A type of arm that forms between the equator and the posterior pole, near the position of the skeletal rudiment; the first type of arm to appear.																		echinoderm_anatomy				
ECAO:0107970	anterolateral rod	skeletal rod	endoskeleton	dorsoventral connecting rod	stage 17	larval development	A rod that forms by the branching or pronounced curving of the anterior tip of a dorsoventral connecting rod and that projects ventrally from the oral hood, supporting an anterolateral arm.																		echinoderm_anatomy				
ECAO:0107980	postoral rod	skeletal rod	endoskeleton	anonymous rod	stage 16	larval development	A rod that forms by the branching of the anonymous rod and projects ventrally, supporting a postoral arm.																		echinoderm_anatomy				
ECAO:0107990	dorsoventral connecting rod	skeletal rod	endoskeleton	spicule granule	stage 15	larval development	A rod that initially forms as one of the three arms of the embryonic triradiate spicule rudiment; this rod extends toward the animal pole before branching or curving to form the anterolateral rod and, in some species, the recurrent rod.																		echinoderm_anatomy				
ECAO:0108000	ventral transverse rod	skeletal rod	endoskeleton	spicule granule	stage 15	larval development	A rod that initially forms as one of the three arms of the embryonic triradiate spicule rudiment; this rod projects toward the ventral midline and ceases growth early in development without branching.																		echinoderm_anatomy				
ECAO:0108010	distal tip of body rod	skeletal element	body rod		early prism stage	larval development	The growing tip of the body rod as it extends dorsally.																		echinoderm_anatomy				
ECAO:0108020	distal tip of right body rod	posterior tip of body rod	left body rod		early prism stage	larval development	The distal tip of the body rod that forms on the right side of the embryo.																		echinoderm_anatomy				
ECAO:0108030	distal tip of left body rod	posterior tip of body rod	right body rod		early prism stage	larval development	The distal tip of the body rod that forms on the left side of the embryo..																		echinoderm_anatomy				
ECAO:0108040	recurrent rod	skeletal rod	endoskeleton	dorsoventral connecting rod	stage 17	larval development	A rod that forms from the branching of a dorsoventral transverse rod and extends dorsally.																		echinoderm_anatomy				
ECAO:0108050	presumptive embryonic skeletogenic mesoderm	embryonic territory	presumptive mesoderm	vegetal hemisphere	32-cell stage	vegetal plate stage	The part of the embryonic presumptive mesoderm that will later give rise to the skeletogenic mesenchyme and embryonic skeleton.																		echinoderm_anatomy				
ECAO:0108060	ventrolateral skeletogenic mesenchyme cluster	embryonic structure	subequatorial skeletogenic mesenchyme ring	embryonic skeletogenic mesenchyme	stage 13	larval development	A cluster of skeletogenic cell bodies that forms in the ventrolateral region of the subequatorial skeletogenic mesenchyme ring; one triradiate spicule rudiment will form in each of two ventrolateral clusters.																		echinoderm_anatomy				
ECAO:0108070	presumptive embryonic non-skeletogenic mesoderm	embryonic territory	presumptive mesoderm	vegetal hemisphere	late blastula stage	early prism stage	Embryonic cells tin the epithelial wall of the vegetal plate or the archenteron that will give rise to mesodermal derivatives other than skeleton.	NSM																	echinoderm_anatomy				
ECAO:0108080	ventral presumptive embryonic non-skeletogenic mesoderm	embryonic territory	presumptive embryonic non-skeletogenic mesoderm	vegetal hemisphere	vegetal plate stage	early gastrula stage	The presumptive embryonic non-skeletogenic mesoderm on the ventral side of the embryo.																		echinoderm_anatomy				
ECAO:0108090	dorsal presumptive embryonic non-skeletogenic mesoderm	embryonic territory	presumptive embryonic non-skeletogenic mesoderm	vegetal hemisphere	vegetal plate stage	early gastrula stage	The presumptive embryonic non-skeletogenic mesoderm on the dorsal side of the embryo.																		echinoderm_anatomy				
ECAO:0108100	presumptive muscle cell	cell	muscular system	vegetal plate	stage 16	stage 18	A cell that will give rise to a muscle cell.	muscle precursor cell																	echinoderm_anatomy				
ECAO:0108110	muscle cell	cell	muscle	presumptive muscle cell	stage 19	adult stage	A cell that is part of a muscle.																		echinoderm_anatomy				
ECAO:0108120	presumptive blastocoel	anatomical space	embryo		stage 6	stage 7	The inner, extracellular space between blastomeres of the cleavage stage embryo that will gradually expand and form the blastocoel.																		echinoderm_anatomy				1
ECAO:0108130	pyloric sphincter muscle cell	sphincter muscle cell	pyloric sphincter	archenteron	open mouth stage	larval development	A cell that is part of the pyloric sphincter.																		echinoderm_anatomy				
ECAO:0108140	cardiac sphincter muscle cell	sphincter muscle cell	cardiac sphincter	archenteron	early pluteus stage	larval development	A cell that is part of the cardiac sphincter.																		echinoderm_anatomy				
ECAO:0108150	anal sphincter muscle cell	sphincter muscle cell	anal sphincter	archenteron	early pluteus stage	larval development	A cell that is part of the anal sphincter.	anal pore muscle cell	UBERON:0004916																echinoderm_anatomy				
ECAO:0108160	primary pore canal rudiment	anatomical structure	water vascular system	left coelomic pouch	stage 18	larval development	A strand of mesenchyme cells that extends from the left coelom to the ectoderm and that will give rise to the primary pore canal.	presumptive hydropore canal																	echinoderm_anatomy				
ECAO:0108170	posterior enterocoel	coelom	embryo	midgut	stage 18	larval development	An evagination of the midgut that will contribute to the coelom.																		echinoderm_anatomy				
ECAO:0108180	left anterior coelomic pouch	coelom	embryo	tip of archenteron	stage 17	larval development	In species with a posterior enterocoel, the left coelomic pouch that evaginates from the unpaired coelomic pouch at the anterior end of the archenteron.																		echinoderm_anatomy				
ECAO:0108190	right anterior coelomic pouch	coelom	embryo	tip of archenteron	stage 17	larval development	In species with a posterior enterocoel, the right coelomic pouch that evaginates from the unpaired coelomic pouch at the anterior end of the archenteron.																		echinoderm_anatomy				
ECAO:0108200	preoral ciliary band	ciliary band	larva	presumptive ciliary band	stage 19	larval development	In species with two separate ciliary bands, a ciliary band that surrounds the anterior-ventral end of the embryo, anterior to the mouth.																		echinoderm_anatomy				
ECAO:0108210	postoral ciliary band	ciliary band	larva	presumptive ciliary band	stage 19	larval development	In species with two separate ciliary bands, a ciliary band that surrounds the posterior-dorsal end of the embryo, posterior to the mouth.																		echinoderm_anatomy				
ECAO:0109000	anatomical element	anatomical structure	multicellular organism		stage 1	adult stage	An anatomical structure that is a subdivision of a tissue, a germ layer, or an organ of the whole organism but with well-defined morphological boundaries.	anatomical object																	echinoderm_anatomy				
ECAO:0109010	zygote	cell			stage 1	stage 1	A diploid cell produced by the fusion of a male and a female gamete at fertilization. It constitutes the first stage of the embryogenesis life cycle phase.	fertilized egg, 1-cell																	echinoderm_anatomy				
ECAO:0109020	cleavage embryo	embryo	multicellular organism	zygote	stage 2	stage 7	A multicellular organism at an early stage of development characterized by cleavage. It includes all forms of the cleavage period during the embryogenesis life cycle phase (i.e., from first cleavage to before the formation of the blastula).	cleaving embryo																	echinoderm_anatomy				
ECAO:0109030	blastula	embryo	multicellular organism	cleavage embryo	stage 8	stage 11	A multicellular organism at an early stage of development corresponding to a hollow, spherical, multicellular, monolayered embryo with a hollow cavity (the blastocoel) in the center. It includes all forms of the blastula period during the embryogenesis life cycle phase.	morula																	echinoderm_anatomy				
ECAO:0109040	gastrula	embryo	multicellular organism	blastula	stage 12	stage 15	A multicellular organism at an early stage of development characterized by morphogenetic movements. It includes all forms of the gastrula period during the embryogenesis life cycle phase.	gastrulating embryo																	echinoderm_anatomy				
ECAO:0109050	pre-metamorphic organism	multicellular organism		zygote	stage 1	larval development	A multicellular organism the existence of which starts at fertilization and ends with metamorphosis. It includes all forms during the embryogenesis and larval development life cycle phases.	pre-metamorphosing organism																	echinoderm_anatomy				
ECAO:0109060	post-embryonic organism	multicellular organism		embryo	larval development	larval development	A multicellular organism the existence of which starts upon the opening of the mouth and ends with death. It includes all forms during the larval development and adulthood phase life cycle phases.																		echinoderm_anatomy				
ECAO:0109070	mature adult	multicellular organism		juvenile	adult stage	adult stage	A multicellular organism the existence of which starts with gamete production and ends with death.	sexually mature adult, post-juvenile adult																	echinoderm_anatomy				
ECAO:0109080	embryonic region	anatomical region	embryo		stage 7	stage 19	A portion of an embryo (or a population of embryonic cells) that is characterized by a common developmental fate or a common gene expression program but lacks any clear morphological boundaries.	embryonic territory																	echinoderm_anatomy				
ECAO:0109090	larval region	anatomical region	larva		larval development	larval development	A portion of a larva (or a population of larval cells) that is characterized by a common developmental fate or a common gene expression program but lacks any clear morphological boundaries.	larval territory																	echinoderm_anatomy				
ECAO:0109100	pre-metamorphic organism region	anatomical region	pre-metamorphic organism		stage 7	larval development	A population of cells that, throughout the embryogenesis and larval development life cycle phases, is characterized by a common developmental fate or a common gene expression program but lacks any clear morphological boundaries.	pre-metamorphic territory																	echinoderm_anatomy				
ECAO:0109110	organ	anatomical element	anatomical system		larval development	adult stage	A multicellular anatomical structure made of several tissues, performing a specific function or group of functions.																		echinoderm_anatomy				
ECAO:0109120	pre-metamorphic organism tissue	tissue	pre-metamorphic organism		stage 12	larval development	A tissue that is present in a pre-metamorphic organism.																		echinoderm_anatomy				
ECAO:0109130	pre-metamorphic organism structure	anatomical structure	pre-metamorphic organism		stage 1	stage 19	An anatomical structure that is part of a pre-metamorphic organism.																		echinoderm_anatomy				
ECAO:0109140	pre-metamorphic organism immune system	immune system	pre-metamorphic organism		stage 16	larval development	The immune system of a pre-metamorphic organism.																		echinoderm_anatomy				
ECAO:0109150	female reproductive system	reproductive system	multicellular organism		adult stage	adult stage	An anatomical reproductive system that is present in a female multicellular organism.																		echinoderm_anatomy				
ECAO:0109160	male reproductive system	reproductive system	multicellular organism		adult stage	adult stage	An anatomical reproductive system that is present in a male multicellular organism.																		echinoderm_anatomy				
ECAO:0109170	pre-metamorphic organism nervous system	nervous system	pre-metamorphic organism		stage 17	larval development	The neurons and glial cells constituting the nervous system of a pre-metamorphic organism.																		echinoderm_anatomy				
ECAO:0109180	pre-metamorphic organism endoskeleton	endoskeleton	pre-metamorphic organism		stage 14	larval development	The endoskeleton of a pre-metamorphic organism.	pre-metamorphic organism skeleton																	echinoderm_anatomy				
ECAO:0109190	skeletal tissue	tissue	endoskeleton		stage 14	adult stage	A specialized form of connective tissue in which the extracellular matrix is mineralized and that functions in mechanical and structural support.																		echinoderm_anatomy				
ECAO:0109200	embryonic hemisphere	embryonic structure			stage 1	stage 15	One of two hemispheres of an embryo.	hemisphere of embryo																	echinoderm_anatomy				
ECAO:0109210	animal cell tier	cell tier	animal hemisphere		stage 4	stage 11	A cell tier present in the animal hemisphere of an embryo.	animal blastomere tier																	echinoderm_anatomy				
ECAO:0109220	vegetal cell tier	cell tier	vegetal hemisphere		stage 4	stage 11	A cell tier present in the vegetal hemisphere of an embryo.	vegetal blastomere tier																	echinoderm_anatomy				
ECAO:0109230	cell body	anatomical structure	cell		stage 17	adult stage	The portion of a cell bearing surface projections such as axons, filopodia, dendrites, cilia, or flagella that includes the nucleus, but excludes all cell projections.																		echinoderm_anatomy				
ECAO:0109240	germ line cell	cell	reproductive system		stage 6	adult stage	A cell that is within the developmental lineage of gametes and is able to pass along its genetic material to offspring.	germ line stem cell, germline cell																	echinoderm_anatomy				
ECAO:0109250	female germ cell	germ cell	female reproductive system		adult stage	adult stage	A germ cell that supports female gamete production.																		echinoderm_anatomy				
ECAO:0109260	male germ cell	germ cell	male reproductive system		adult stage	adult stage	A germ cell that supports male gamete production.																		echinoderm_anatomy				
ECAO:0109270	mature germ cell	germ cell	reproductive system	primordial germ cell	adult stage	adult stage	The reproductive haploid, mature sexual reproductive cell of a multicellular organism.	gamete																	echinoderm_anatomy				
ECAO:0109280	primary oocyte	primordial germ cell	female reproductive system		adult stage	adult stage	An immature oocyte that is diploid and has not completed female meiosis I.																		echinoderm_anatomy				
ECAO:0109290	secondary oocyte	primordial germ cell	female reproductive system	primary oocyte	adult stage	adult stage	An immature oocyte that is haploid but has not completed female meiosis II.																		echinoderm_anatomy				
ECAO:0109300	spermatogonium	primordial germ cell	male reproductive system		adult stage	adult stage	An euploid male germ cell of an early stage of spermatogenesis. It is morphologically unlike spermatocytes and spermatids.																		echinoderm_anatomy				
ECAO:0109310	spermatocyte	primordial germ cell	male reproductive system	spermatogonium	adult stage	adult stage	A male germ cell that develops from spermatogonia.																		echinoderm_anatomy				
ECAO:0109320	spermatid	primordial germ cell	male reproductive system	spermatocyte	adult stage	adult stage	A male germ cell that develops from spermatocytes.																		echinoderm_anatomy				
ECAO:0109330	spermatozoid nucleus	nucleus	spermatozoid		adult stage	adult stage	An intracellular anatomical structure in which the male chromosomes are housed.	sperm nucleus, male germ cell nucleus																	echinoderm_anatomy				
ECAO:0109340	oocyte nucleus	nucleus	oocyte		adult stage	adult stage	An intracellular anatomical structure in which the female chromosomes are housed.	female nucleus, female germ cell nucleus																	echinoderm_anatomy				
ECAO:0109350	cellular anatomical entity	anatomical structure	cell		stage 1	adult stage	Any constituent part of a cell that is either an immaterial entity or a material entity with granularity above the level of a protein complex but below that of an anatomical structure.	cell part																	echinoderm_anatomy				
ECAO:0109360	intracellular anatomical structure	cellular anatomical entity	cell		stage 1	adult stage	A component of a cell contained within (but not including) the plasma membrane. It includes as examples the nucleus, mitochondria, vesicles, and the cytoskeleton.	intracellular part, organelle																	echinoderm_anatomy				
ECAO:0109370	cell-cell junction	cellular anatomical entity	cell		stage 3	adult stage	A cell junction that forms a connection between two or more cells of a multicellular organism.																		echinoderm_anatomy				
ECAO:0109380	desmosome	cell-cell junction	cell		stage 3	adult stage	A strong cell-cell junction usually found in tissue that experience intense mechanical stress.	spot desmosome																	echinoderm_anatomy				
ECAO:0109390	septate junction	cell-cell junction	cell		stage 3	adult stage	A cell-cell junction that forms a continuous band around each cell in an epithelium.	spetate desmosome																	echinoderm_anatomy				
ECAO:0109400	adherens junction	cell-cell junction	cell		stage 8	adult stage	A cell-cell junction composed of the epithelial cadherin-catenin complex.																		echinoderm_anatomy				
ECAO:0109410	microtubule cytoskeleton	cytoskeleton	cell		stage 1	adult stage	The part of the cytoskeleton composed of microtubules and associated proteins.																		echinoderm_anatomy				
